song_id,song,performer,first_week_on_chart,last_week_on_chart,weeks_on_chart,highest_position,lowest_position,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
ImagineAriana Grande,Imagine,Ariana Grande,2018-12-29,2019-03-09,8,21,99,212266.0,True,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,3.0
ImagineSawyer Fredericks,Imagine,Sawyer Fredericks,2015-05-02,2015-05-02,1,98,98,191320.0,False,0.308,0.355,10.0,-8.226,1.0,0.0274,0.768,0.0,0.0875,0.172,84.046,4.0
ImitadoraRomeo Santos,Imitadora,Romeo Santos,2017-08-12,2017-08-12,1,91,91,234828.0,False,0.737,0.709,8.0,-6.889,0.0,0.045,0.333,0.0,0.289,0.556,125.997,4.0
Imma BeThe Black Eyed Peas,Imma Be,The Black Eyed Peas,2010-01-02,2010-06-19,27,1,93,257560.0,False,0.619,0.539,0.0,-6.9,1.0,0.387,0.184,0.0,0.288,0.424,145.618,0.0
Immortal21 Savage,Immortal,21 Savage,2019-11-16,2019-11-23,2,55,100,254723.0,True,0.741,0.87,6.0,-3.494,0.0,0.503,0.00813,0.0,0.114,0.663,184.194,4.0
ImmortalJ. Cole,Immortal,J. Cole,2016-12-31,2017-01-28,5,11,97,201666.0,True,0.713,0.419,11.0,-10.668,1.0,0.356,0.435,2.87e-06,0.126,0.253,91.634,4.0
ImmortalsFall Out Boy,Immortals,Fall Out Boy,2015-02-07,2015-04-25,8,72,96,189386.0,False,0.613,0.874,2.0,-3.594,1.0,0.0697,0.00139,1.82e-06,0.656,0.543,108.038,4.0
ImpossibleShontelle,Impossible,Shontelle,2010-05-08,2010-09-18,20,13,88,226533.0,False,0.599,0.624,8.0,-3.631,1.0,0.0343,0.385,0.0,0.125,0.539,90.034,4.0
In Case You Didn't KnowBrett Young,In Case You Didn't Know,Brett Young,2017-02-25,2017-09-02,28,19,94,224853.0,False,0.607,0.536,10.0,-7.306,1.0,0.0305,0.386,0.0,0.102,0.434,147.986,4.0
In ControlYoungBoy Never Broke Again,In Control,YoungBoy Never Broke Again,2019-10-26,2019-11-02,2,73,86,181436.0,True,0.643,0.77,5.0,-4.524,0.0,0.228,0.13,0.0,0.247,0.863,170.006,4.0
In My BloodShawn Mendes,In My Blood,Shawn Mendes,2018-03-31,2018-09-01,23,11,72,211360.0,False,0.622,0.712,5.0,-7.321,1.0,0.066,0.0573,0.0,0.13,0.487,140.025,4.0
In My FeelingsDrake,In My Feelings,Drake,2018-07-14,2018-12-08,22,1,37,217925.0,True,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0
In My HeadAriana Grande,In My Head,Ariana Grande,2019-02-23,2019-03-02,2,38,74,150000.0,True,0.662,0.6,0.0,-6.402,1.0,0.0703,0.173,0.000137,0.109,0.331,134.979,4.0
In My HeadJason Derulo,In My Head,Jason Derulo,2010-01-02,2010-08-14,34,5,70,199026.0,False,0.762,0.748,0.0,-4.15,0.0,0.033,0.0266,0.0,0.348,0.851,110.009,4.0
In My RoomFrank Ocean,In My Room,Frank Ocean,2019-11-16,2019-11-16,1,85,85,133680.0,True,0.861,0.647,7.0,-7.425,1.0,0.0675,0.594,0.661,0.114,0.67,158.037,4.0
In The DarkDev,In The Dark,Dev,2011-08-20,2011-12-31,20,11,92,226226.0,False,0.736,0.823,8.0,-4.231,1.0,0.0675,0.00358,0.000914,0.33,0.442,124.954,4.0
In The EndLinkin Park,In The End,Linkin Park,2017-08-12,2017-08-12,39,37,37,216880.0,False,0.542,0.853,3.0,-6.407,0.0,0.0498,0.0103,0.0,0.108,0.37,105.256,4.0
In The Name Of LoveMartin Garrix & Bebe Rexha,In The Name Of Love,Martin Garrix & Bebe Rexha,2016-09-03,2017-02-04,23,24,93,195706.0,False,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,4.0
In The NightThe Weeknd,In The Night,The Weeknd,2015-09-19,2016-04-09,20,12,100,235653.0,True,0.505,0.68,7.0,-4.99,1.0,0.0713,0.0796,0.0,0.0465,0.539,168.021,3.0
In Your ArmsNico & Vinz,In Your Arms,Nico & Vinz,2014-11-01,2015-01-17,12,72,100,205800.0,False,0.431,0.81,7.0,-6.051,1.0,0.0958,0.299,0.0,0.249,0.674,110.118,4.0
Indica BaduLogic Featuring Wiz Khalifa,Indica Badu,Logic Featuring Wiz Khalifa,2018-03-24,2018-03-24,1,56,56,260320.0,True,0.715,0.723,7.0,-3.263,1.0,0.191,0.0441,0.000834,0.102,0.97,77.02,4.0
InfiniteEminem,Infinite,Eminem,2016-12-10,2016-12-10,1,97,97,251707.0,True,0.637,0.862,10.0,-4.343,0.0,0.191,0.293,0.0,0.217,0.573,82.019,4.0
Infinity (888)XXXTENTACION Featuring Joey Bada$$,Infinity (888),XXXTENTACION Featuring Joey Bada$$,2018-03-31,2018-03-31,1,83,83,176590.0,True,0.562,0.579,10.0,-6.788,0.0,0.484,0.274,0.0,0.102,0.577,84.143,4.0
InfinityMariah Carey,Infinity,Mariah Carey,2015-05-16,2015-05-16,1,82,82,239800.0,False,0.55,0.805,1.0,-4.327,1.0,0.0862,0.052,3.12e-06,0.281,0.217,134.755,4.0
InfinityOne Direction,Infinity,One Direction,2015-10-10,2015-10-17,2,54,85,249480.0,False,0.537,0.705,4.0,-6.073,1.0,0.0337,0.0687,0.0,0.0842,0.32,131.965,4.0
InfraredPusha T,Infrared,Pusha T,2018-06-09,2018-06-09,1,65,65,170240.0,True,0.674,0.578,10.0,-8.768,0.0,0.298,0.0518,0.0055,0.72,0.163,112.265,5.0
InmortalAventura,Inmortal,Aventura,2019-04-20,2019-04-20,1,95,95,256440.0,False,0.77,0.775,8.0,-4.65,0.0,0.0349,0.178,0.0,0.0651,0.848,124.015,4.0
InnocentTaylor Swift,Innocent,Taylor Swift,2010-11-13,2010-11-13,1,27,27,302253.0,False,0.552,0.608,1.0,-5.29,0.0,0.0259,0.186,0.0,0.125,0.17,134.05,4.0
"InstitutionalizedKendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",2015-04-04,2015-04-04,1,99,99,271773.0,True,0.539,0.731,3.0,-5.085,0.0,0.453,0.112,1.19e-06,0.129,0.568,81.114,4.0
International LovePitbull Featuring Chris Brown,International Love,Pitbull Featuring Chris Brown,2011-06-18,2012-05-12,26,13,92,227280.0,False,0.669,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.045,4.0
InternetPost Malone,Internet,Post Malone,2019-09-21,2019-09-21,1,58,58,123386.0,True,0.469,0.489,0.0,-6.071,1.0,0.0314,0.841,0.0,0.103,0.201,74.013,4.0
Into The UnknownIdina Menzel & AURORA,Into The Unknown,Idina Menzel & AURORA,2019-12-07,2019-12-28,4,46,65,194848.0,False,0.323,0.405,10.0,-8.533,0.0,0.0413,0.849,0.000544,0.138,0.274,145.104,5.0
Into The UnknownPanic! At The Disco,Into The Unknown,Panic! At The Disco,2019-12-07,2019-12-14,2,98,99,189132.0,False,0.456,0.828,1.0,-6.225,1.0,0.077,0.0244,0.0,0.21,0.313,116.719,4.0
Into YouAriana Grande,Into You,Ariana Grande,2016-05-28,2016-11-12,24,13,83,179231.0,False,0.623,0.734,9.0,-5.95,1.0,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4.0
IntroJ. Cole,Intro,J. Cole,2018-05-05,2018-05-05,1,53,53,190176.0,True,0.678,0.648,2.0,-5.892,1.0,0.445,0.147,0.0,0.182,0.635,94.336,4.0
IntroMeek Mill,Intro,Meek Mill,2018-12-15,2018-12-15,1,55,55,213402.0,True,0.678,0.76,1.0,-5.546,1.0,0.221,0.0557,0.0,0.359,0.24,96.044,4.0
Introducing MeNick Jonas,Introducing Me,Nick Jonas,2010-09-25,2010-09-25,1,92,92,186893.0,False,0.513,0.496,11.0,-6.049,1.0,0.0511,0.46,0.0,0.106,0.676,113.072,4.0
Inventing ShadowsDia Frampton,Inventing Shadows,Dia Frampton,2011-07-16,2011-07-16,1,20,20,213040.0,False,0.597,0.786,11.0,-6.233,1.0,0.04,0.0116,0.000276,0.128,0.325,123.934,4.0
InvisibleHunter Hayes,Invisible,Hunter Hayes,2014-02-08,2014-05-24,12,44,96,276400.0,False,0.38,0.568,1.0,-5.713,1.0,0.0436,0.327,0.0,0.0822,0.259,155.956,4.0
IridescentLinkin Park,Iridescent,Linkin Park,2011-06-18,2011-07-23,3,81,96,296560.0,False,0.484,0.727,0.0,-6.107,1.0,0.0358,0.198,0.00204,0.107,0.216,120.066,4.0
IrisSawyer Fredericks,Iris,Sawyer Fredericks,2015-05-09,2015-05-09,1,100,100,190930.0,False,0.475,0.651,0.0,-6.216,1.0,0.0316,0.00725,0.0,0.1,0.318,51.391,4.0
IrresistibleFall Out Boy,Irresistible,Fall Out Boy,2015-01-24,2016-03-05,14,48,98,206506.0,False,0.484,0.938,2.0,-3.114,1.0,0.105,0.0633,0.0,0.248,0.397,164.992,4.0
Is Anybody Out There?K'Naan Featuring Nelly Furtado,Is Anybody Out There?,K'Naan Featuring Nelly Furtado,2012-04-21,2012-04-28,2,92,99,238746.0,False,0.641,0.87,0.0,-3.953,1.0,0.175,0.0248,0.0,0.291,0.42,95.019,4.0
Is That Alright?Lady Gaga,Is That Alright?,Lady Gaga,2018-10-20,2018-10-20,1,63,63,191280.0,False,0.557,0.279,6.0,-7.757,1.0,0.0372,0.868,1.25e-05,0.0978,0.263,102.727,4.0
Is There MoreDrake,Is There More,Drake,2018-07-14,2018-07-21,2,36,100,226906.0,True,0.698,0.547,1.0,-7.607,1.0,0.315,0.727,0.0,0.159,0.548,83.801,4.0
IsisJoyner Lucas Featuring Logic,Isis,Joyner Lucas Featuring Logic,2019-06-08,2019-06-15,2,59,79,236000.0,True,0.918,0.837,1.0,-6.792,1.0,0.255,0.234,0.0,0.227,0.855,120.017,4.0
Isn't She LovelyGlee Cast,Isn't She Lovely,Glee Cast,2011-05-28,2011-05-28,1,65,65,98666.0,False,0.472,0.409,7.0,-6.561,1.0,0.0678,0.665,0.0,0.067,0.807,179.652,4.0
IssuesJulia Michaels,Issues,Julia Michaels,2017-02-11,2017-08-26,29,11,87,176320.0,False,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.0,0.0616,0.455,114.145,4.0
IssuesMeek Mill,Issues,Meek Mill,2017-08-12,2017-08-12,1,77,77,211684.0,True,0.784,0.608,7.0,-5.885,1.0,0.245,0.167,0.0,0.0871,0.382,90.713,4.0
It Ain't MeKygo x Selena Gomez,It Ain't Me,Kygo x Selena Gomez,2017-03-04,2017-09-16,29,10,93,,,,,,,,,,,,,,
It Ain't My FaultBrothers Osborne,It Ain't My Fault,Brothers Osborne,2017-07-01,2017-10-21,16,79,100,216800.0,False,0.735,0.831,9.0,-5.898,1.0,0.0332,0.00166,0.217,0.291,0.756,123.017,4.0
It All Comes Out In The WashMiranda Lambert,It All Comes Out In The Wash,Miranda Lambert,2019-11-16,2019-11-23,2,70,82,214786.0,False,0.602,0.73,0.0,-4.925,1.0,0.0314,0.00106,0.000115,0.095,0.923,164.027,4.0
It Don't Hurt Like It Used ToBilly Currington,It Don't Hurt Like It Used To,Billy Currington,2016-08-13,2016-12-03,17,44,97,184506.0,False,0.503,0.824,3.0,-4.039,1.0,0.0524,0.083,0.0,0.21,0.448,161.981,4.0
It GirlJason Derulo,It Girl,Jason Derulo,2011-08-27,2012-01-21,22,17,73,192200.0,False,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,4.0
It Goes Like ThisThomas Rhett,It Goes Like This,Thomas Rhett,2013-06-29,2013-11-23,22,25,96,186080.0,False,0.543,0.837,11.0,-6.448,1.0,0.0608,0.117,0.0,0.0872,0.506,168.056,4.0
It Kills MeMelanie Fiona,It Kills Me,Melanie Fiona,2010-01-02,2010-04-17,20,43,98,250413.0,False,0.62,0.789,8.0,-4.265,1.0,0.0469,0.215,0.0,0.1,0.444,107.359,4.0
It Was Always YouMaroon 5,It Was Always You,Maroon 5,2014-08-16,2014-09-20,3,45,95,239920.0,False,0.613,0.765,11.0,-6.582,1.0,0.0441,0.082,1.25e-06,0.092,0.299,103.951,4.0
It Will RainBruno Mars,It Will Rain,Bruno Mars,2011-10-15,2012-04-28,29,3,64,257720.0,False,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,4.0
It Won't StopSevyn Streeter Featuring Chris Brown,It Won't Stop,Sevyn Streeter Featuring Chris Brown,2013-10-19,2014-03-01,20,30,90,281080.0,False,0.657,0.574,1.0,-9.484,0.0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,4.0
It's A Beautiful DayMichael Buble,It's A Beautiful Day,Michael Buble,2013-03-16,2013-03-16,1,94,94,199266.0,False,0.532,0.795,1.0,-3.979,1.0,0.0358,0.0559,0.0,0.295,0.78,143.837,4.0
"It's A Man's, Man's Man's WorldGlee Cast","It's A Man's, Man's Man's World",Glee Cast,2010-06-19,2010-06-19,1,95,95,176413.0,False,0.645,0.375,3.0,-6.138,0.0,0.0279,0.729,2.16e-05,0.102,0.534,81.027,3.0
"It's A Man's, Man's, Man's WorldJuliet Simms","It's A Man's, Man's, Man's World",Juliet Simms,2012-05-19,2012-05-19,1,70,70,,,,,,,,,,,,,,
"It's A Vibe2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",2017-07-01,2017-11-11,20,44,95,210200.0,True,0.822,0.505,7.0,-7.384,1.0,0.147,0.0317,0.000911,0.114,0.523,73.003,4.0
It's Beginning To Look A Lot Like ChristmasMichael Buble,It's Beginning To Look A Lot Like Christmas,Michael Buble,2011-12-17,2011-12-17,1,96,96,206639.0,False,0.35,0.232,4.0,-11.042,1.0,0.0331,0.907,9.21e-06,0.292,0.381,93.269,3.0
It's Beginning To Look A Lot Like ChristmasPerry Como & The Fontane Sisters,It's Beginning To Look A Lot Like Christmas,Perry Como & The Fontane Sisters,2018-12-29,2018-12-29,1,42,42,155933.0,False,0.725,0.276,7.0,-12.25,1.0,0.0599,0.76,0.0,0.116,0.717,112.89,4.0
It's Beginning To Look A Lot Like ChristmasPerry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2019-01-05,2019-12-28,3,35,50,155933.0,False,0.725,0.276,7.0,-12.25,1.0,0.0599,0.76,0.0,0.116,0.717,112.89,4.0
It's Beginning To Look A Lot Like ChristmasPerry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2019-01-05,2019-12-28,3,35,50,155933.0,False,0.725,0.276,7.0,-12.25,1.0,0.0599,0.76,0.0,0.116,0.717,112.89,4.0
It's Everyday BroJake Paul Featuring Team 10,It's Everyday Bro,Jake Paul Featuring Team 10,2017-06-24,2017-12-16,2,91,94,217678.0,True,0.79,0.714,1.0,-7.86,0.0,0.202,0.00142,0.0,0.111,0.559,150.033,5.0
It's Goin' DownDescendants 2 Cast,It's Goin' Down,Descendants 2 Cast,2017-08-12,2017-09-02,4,77,96,,,,,,,,,,,,,,
It's GoodLil Wayne Featuring Drake & Jadakiss,It's Good,Lil Wayne Featuring Drake & Jadakiss,2011-09-17,2011-09-17,1,79,79,241466.0,True,0.666,0.715,8.0,-7.292,1.0,0.156,0.0244,0.0,0.119,0.1,85.356,5.0
It's Nice To Have A FriendTaylor Swift,It's Nice To Have A Friend,Taylor Swift,2019-09-07,2019-09-07,1,92,92,,,,,,,,,,,,,,
It's Not Right But It's OkayGlee Cast,It's Not Right But It's Okay,Glee Cast,2012-05-12,2012-05-12,1,92,92,258160.0,False,0.654,0.968,9.0,-5.789,0.0,0.0724,0.024,0.0,0.0537,0.595,129.959,4.0
It's Not UnusualGlee Cast,It's Not Unusual,Glee Cast,2011-10-08,2011-10-08,1,65,65,125266.0,False,0.408,0.975,0.0,-4.339,1.0,0.137,0.0313,0.0,0.353,0.635,183.962,4.0
It's The Most Wonderful Time Of The YearAndy Williams,It's The Most Wonderful Time Of The Year,Andy Williams,2017-01-07,2019-12-28,13,10,49,151933.0,False,0.24,0.598,7.0,-8.435,1.0,0.037,0.766,0.0,0.117,0.776,202.082,3.0
It's The Most Wonderful Time Of The YearAndy Williams,It's The Most Wonderful Time Of The Year,Andy Williams,2017-01-07,2019-12-28,13,10,49,151933.0,False,0.24,0.598,7.0,-8.435,1.0,0.037,0.766,0.0,0.117,0.776,202.082,3.0
It's TimeGlee Cast,It's Time,Glee Cast,2012-09-29,2012-09-29,1,95,95,223853.0,False,0.698,0.575,11.0,-7.263,1.0,0.0285,0.363,5.45e-06,0.269,0.817,105.988,4.0
It's TimeImagine Dragons,It's Time,Imagine Dragons,2012-06-23,2013-05-11,47,15,93,237986.0,False,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,4.0
It's YouAli Gatie,It's You,Ali Gatie,2019-06-29,2019-10-05,15,70,97,212606.0,False,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,4.0
It's YouZayn,It's You,Zayn,2016-03-19,2016-03-19,1,59,59,226653.0,True,0.611,0.319,5.0,-10.743,1.0,0.0357,0.815,0.0151,0.108,0.176,124.92,4.0
Its Every Night SisRiceGum Featuring Alissa Violet,Its Every Night Sis,RiceGum Featuring Alissa Violet,2017-09-09,2017-09-09,1,80,80,155193.0,True,0.887,0.784,8.0,-5.598,1.0,0.199,0.0244,0.0,0.112,0.408,98.984,4.0
IvyFrank Ocean,Ivy,Frank Ocean,2016-09-10,2016-09-10,1,80,80,249191.0,True,0.567,0.388,9.0,-9.579,0.0,0.0384,0.782,0.000309,0.248,0.452,116.362,4.0
Jack SparrowThe Lonely Island Featuring Michael Bolton,Jack Sparrow,The Lonely Island Featuring Michael Bolton,2011-05-28,2011-06-04,2,69,98,187746.0,True,0.719,0.712,8.0,-5.242,1.0,0.221,0.0225,0.0,0.0442,0.419,96.997,4.0
Jackie ChanTiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-07-21,2018-11-24,19,52,100,215759.0,True,0.747,0.834,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,4.0
JadedDrake,Jaded,Drake,2018-07-14,2018-07-21,2,32,67,262453.0,True,0.766,0.271,0.0,-5.697,1.0,0.0412,0.037,0.0,0.175,0.0371,116.02,4.0
"JamKevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",2016-02-20,2016-02-20,1,97,97,213533.0,True,0.744,0.633,2.0,-7.732,1.0,0.113,0.0333,0.0,0.144,0.549,120.011,4.0
JapanFamous Dex,Japan,Famous Dex,2018-04-07,2018-07-14,15,28,96,142000.0,True,0.733,0.678,6.0,-7.771,1.0,0.438,0.121,0.0,0.344,0.841,175.985,4.0
Jar Of HeartsChristina Perri,Jar Of Hearts,Christina Perri,2010-07-17,2011-05-14,31,17,96,246587.0,False,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,4.0
Jar Of HeartsGlee Cast,Jar Of Hearts,Glee Cast,2011-05-28,2011-05-28,1,49,49,246146.0,False,0.295,0.402,5.0,-5.964,1.0,0.0307,0.854,0.0,0.469,0.16,73.283,4.0
"JealousDJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",2019-06-01,2019-06-01,1,57,57,255101.0,True,0.614,0.685,10.0,-3.684,1.0,0.147,0.0133,0.0,0.313,0.61,94.9,4.0
JealousNick Jonas,Jealous,Nick Jonas,2014-09-27,2015-05-02,32,7,80,223973.0,False,0.684,0.71,11.0,-3.614,0.0,0.0779,0.0132,0.0,0.444,0.451,93.007,4.0
JerikaJake Paul & Erika Costell Featuring Uncle Kade,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,2017-08-05,2017-08-05,1,86,86,,,,,,,,,,,,,,
Jerry SprungerTory Lanez & T-Pain,Jerry Sprunger,Tory Lanez & T-Pain,2019-11-23,2019-12-14,4,44,97,233546.0,True,0.76,0.746,0.0,-5.331,0.0,0.227,0.137,0.0,0.0905,0.449,100.011,4.0
JerseyFuture,Jersey,Future,2015-10-17,2015-10-24,2,87,91,188702.0,True,0.758,0.526,5.0,-10.81,0.0,0.255,0.509,0.000467,0.0913,0.312,146.054,4.0
Jessie's GirlGlee Cast,Jessie's Girl,Glee Cast,2010-05-29,2010-06-12,3,23,97,194466.0,False,0.736,0.843,1.0,-5.654,1.0,0.0511,0.0144,0.0,0.0952,0.693,131.049,4.0
Jesus Is LordKanye West,Jesus Is Lord,Kanye West,2019-11-09,2019-11-09,1,63,63,49292.0,False,0.243,0.26,4.0,-5.876,0.0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,3.0
Jet Black Heart5 Seconds Of Summer,Jet Black Heart,5 Seconds Of Summer,2015-09-19,2015-09-19,1,95,95,221715.0,False,0.507,0.85,11.0,-4.274,0.0,0.033,0.000163,0.0,0.0812,0.545,153.957,4.0
Jet LagFuture & Juice WRLD Featuring Young Scooter,Jet Lag,Future & Juice WRLD Featuring Young Scooter,2018-11-03,2018-11-03,1,72,72,271066.0,True,0.81,0.458,4.0,-7.495,0.0,0.105,0.266,0.0,0.174,0.493,125.049,4.0
Jimmy ChooFetty Wap,Jimmy Choo,Fetty Wap,2016-02-27,2016-05-07,11,65,98,176855.0,True,0.893,0.646,11.0,-5.073,0.0,0.1,0.112,0.0,0.104,0.468,132.97,4.0
Jingle Bell RockBobby Helms,Jingle Bell Rock,Bobby Helms,2016-01-09,2019-12-28,29,8,47,130973.0,False,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.806,119.705,4.0
Jingle Bell RockBobby Helms,Jingle Bell Rock,Bobby Helms,2016-01-09,2019-12-28,29,8,47,130973.0,False,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.806,119.705,4.0
Jingle BellsFrank Sinatra,Jingle Bells,Frank Sinatra,2019-01-05,2019-01-05,1,49,49,122160.0,False,0.707,0.391,8.0,-11.437,1.0,0.0353,0.778,0.0,0.0611,0.868,87.243,4.0
Jocelyn FloresXXXTENTACION,Jocelyn Flores,XXXTENTACION,2017-11-04,2018-07-21,20,19,98,,,,,,,,,,,,,,
Jocelyn FloresXXXTentacion,Jocelyn Flores,XXXTentacion,2017-09-16,2017-10-28,7,31,64,119133.0,True,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4.0
"John Cougar, John Deere, John 3:16Keith Urban","John Cougar, John Deere, John 3:16",Keith Urban,2015-06-27,2015-11-07,20,40,86,,,,,,,,,,,,,,
John DoeB.o.B Featuring Priscilla,John Doe,B.o.B Featuring Priscilla,2014-04-12,2014-05-10,5,69,89,212005.0,False,0.722,0.697,10.0,-7.083,1.0,0.0404,0.239,0.0,0.062,0.487,120.132,4.0
JohnLil Wayne Featuring Rick Ross,John,Lil Wayne Featuring Rick Ross,2011-04-09,2011-08-20,20,22,93,286973.0,True,0.589,0.821,11.0,-4.473,1.0,0.111,0.0143,0.0,0.112,0.424,77.472,4.0
JoleneVicci Martinez,Jolene,Vicci Martinez,2011-07-02,2011-07-02,1,76,76,210013.0,False,0.447,0.671,11.0,-5.759,0.0,0.0421,0.0173,0.0,0.179,0.216,94.069,4.0
Jonestown (Interlude)Post Malone,Jonestown (Interlude),Post Malone,2018-05-12,2018-05-12,1,73,73,112013.0,False,0.341,0.495,0.0,-10.251,0.0,0.0446,0.751,0.462,0.261,0.252,78.395,4.0
Jorja InterludeDrake,Jorja Interlude,Drake,2017-04-08,2017-04-15,2,49,83,107673.0,True,0.719,0.354,11.0,-10.461,1.0,0.104,0.755,0.00969,0.349,0.205,123.152,4.0
JudasLady Gaga,Judas,Lady Gaga,2011-04-30,2011-06-25,8,10,92,249066.0,False,0.661,0.937,10.0,-3.83,0.0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,4.0
JuggFetty Wap Featuring Monty,Jugg,Fetty Wap Featuring Monty,2015-10-17,2016-01-16,6,86,99,200253.0,True,0.635,0.721,10.0,-4.811,0.0,0.049,0.0324,0.0,0.222,0.499,148.064,4.0
JuiceLizzo,Juice,Lizzo,2019-05-25,2019-09-14,4,82,100,195144.0,True,0.767,0.889,7.0,-2.988,1.0,0.0963,0.00611,0.0,0.402,0.843,119.93,4.0
JuiceLizzo,Juice,Lizzo,2019-05-25,2019-09-14,4,82,100,195144.0,True,0.767,0.889,7.0,-2.988,1.0,0.0963,0.00611,0.0,0.402,0.843,119.93,4.0
JuiceYo Gotti,Juice,Yo Gotti,2017-12-23,2018-01-20,5,90,100,149241.0,True,0.887,0.568,2.0,-5.853,1.0,0.323,0.00171,1.11e-05,0.0812,0.754,162.038,4.0
JuicyDoja Cat & Tyga,Juicy,Doja Cat & Tyga,2019-08-31,2019-12-28,8,47,83,202333.0,True,0.786,0.658,0.0,-2.61,1.0,0.0661,0.0856,0.0,0.0689,0.458,170.037,4.0
Juju On That Beat (TZ Anthem)Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2016-10-08,2017-03-04,21,5,89,144244.0,False,0.807,0.887,1.0,-3.892,1.0,0.275,0.00381,0.0,0.391,0.78,160.517,4.0
Jump Out The FaceMeek Mill Featuring Future,Jump Out The Face,Meek Mill Featuring Future,2015-07-25,2015-08-01,2,91,98,161906.0,True,0.699,0.543,0.0,-8.879,1.0,0.138,0.0411,1.26e-06,0.178,0.14,130.064,4.0
Jump Out The WindowBig Sean,Jump Out The Window,Big Sean,2017-02-25,2017-02-25,1,76,76,213693.0,True,0.745,0.714,1.0,-6.729,1.0,0.0768,0.147,0.0,0.132,0.554,136.972,4.0
Jump Right InZac Brown Band,Jump Right In,Zac Brown Band,2013-05-11,2013-08-17,15,53,99,180813.0,False,0.697,0.82,1.0,-5.108,1.0,0.0575,0.0888,0.0,0.143,0.655,104.022,4.0
Jumpin On A JetFuture,Jumpin On A Jet,Future,2019-01-26,2019-02-02,2,57,80,137133.0,True,0.824,0.595,11.0,-6.346,1.0,0.091,0.0571,3.7e-06,0.0876,0.157,140.039,4.0
JumpmanDrake & Future,Jumpman,Drake & Future,2015-10-10,2016-05-14,32,12,52,205879.0,True,0.852,0.553,1.0,-7.286,1.0,0.187,0.0563,0.0,0.332,0.656,142.072,4.0
Jumpsuittwenty one pilots,Jumpsuit,twenty one pilots,2018-07-21,2018-10-20,4,50,88,238560.0,False,0.62,0.61,11.0,-8.329,0.0,0.0373,0.00849,0.162,0.205,0.235,127.052,4.0
JungleJamie N Commons & X Ambassadors,Jungle,Jamie N Commons & X Ambassadors,2014-06-28,2014-07-12,2,87,100,,,,,,,,,,,,,,
Just A DreamNelly,Just A Dream,Nelly,2010-09-04,2011-03-12,28,3,50,237800.0,False,0.531,0.752,1.0,-6.161,1.0,0.0305,0.0421,0.0,0.12,0.103,89.917,4.0
Just A FoolChristina Aguilera With Blake Shelton,Just A Fool,Christina Aguilera With Blake Shelton,2012-12-01,2012-12-08,2,71,92,,,,,,,,,,,,,,
